ID_Transaccion,ID_Socio,ID_Producto,Fecha,Monto_Final,Metodo_Pago
TRX-94611,SOC-3371,PROD-501,2024-06-14,650.0,Efectivo
TRX-94612,SOC-2593,PROD-502,2024-05-02,1130.94,Tarjeta de Débito
TRX-94613,SOC-2650,PROD-503,2025-05-11,6999.0,Efectivo
TRX-94614,SOC-3583,PROD-510,2024-08-06,75.0,Transferencia SPEI
TRX-94615,SOC-3740,PROD-509,2025-01-12,400.0,Tarjeta de Débito
TRX-94616,SOC-3762,PROD-507,2024-07-11,750.0,Tarjeta de Crédito
TRX-94617,SOC-3135,PROD-502,2024-02-08,1300.0,Transferencia SPEI
TRX-94618,SOC-2618,PROD-510,2024-04-23,75.0,Transferencia SPEI
TRX-94619,SOC-2251,PROD-510,2024-10-20,75.0,Tarjeta de Crédito
TRX-94620,SOC-2244,PROD-506,2024-10-17,550.0,Efectivo
TRX-94621,SOC-3455,PROD-504,2024-03-25,950.0,Tarjeta de Crédito
TRX-94622,SOC-2679,PROD-501,2025-02-24,650.0,Transferencia SPEI
TRX-94623,SOC-3356,PROD-503,2025-02-01,6073.87,Tarjeta de Débito
TRX-94624,SOC-2691,PROD-503,2024-11-26,6999.0,Transferencia SPEI
TRX-94625,SOC-3515,PROD-505,2024-03-17,410.42,Tarjeta de Débito
TRX-94626,SOC-2997,PROD-512,2026-04-08,29.54,Tarjeta de Débito
TRX-94627,SOC-3067,PROD-509,2025-01-02,400.0,Tarjeta de Débito
TRX-94628,SOC-3038,PROD-510,2025-09-04,75.0,Efectivo
TRX-94629,SOC-2063,PROD-506,2024-04-18,550.0,Tarjeta de Débito
TRX-94630,SOC-2887,PROD-508,2024-12-22,250.0,Transferencia SPEI
TRX-94631,SOC-2427,PROD-506,2025-01-07,550.0,Tarjeta de Débito
TRX-94632,SOC-2299,PROD-503,2025-04-04,6999.0,Efectivo
TRX-94633,SOC-2934,PROD-503,2025-02-03,6999.0,Tarjeta de Débito
TRX-94634,SOC-2830,PROD-506,2024-01-27,550.0,Efectivo
TRX-94635,SOC-2976,PROD-501,2025-11-10,588.83,Tarjeta de Débito
TRX-94636,SOC-2228,PROD-504,2024-01-06,950.0,Transferencia SPEI
TRX-94637,SOC-3043,PROD-511,2025-03-07,50.0,Tarjeta de Débito
TRX-94638,SOC-2083,PROD-512,2025-06-08,35.0,Efectivo
TRX-94639,SOC-3796,PROD-501,2024-01-04,650.0,Transferencia SPEI
TRX-94640,SOC-2838,PROD-509,2025-09-05,363.68,Efectivo
TRX-94641,SOC-2996,PROD-503,2025-07-03,6153.82,Tarjeta de Crédito
TRX-94642,SOC-2394,PROD-509,2026-01-07,358.93,Tarjeta de Crédito
TRX-94643,SOC-2287,PROD-504,2024-05-26,950.0,Tarjeta de Crédito
TRX-94644,SOC-2359,PROD-509,2024-06-07,400.0,Tarjeta de Débito
TRX-94645,SOC-2965,PROD-506,2024-06-08,550.0,Tarjeta de Débito
TRX-94646,SOC-3242,PROD-510,2025-09-01,75.0,Efectivo
TRX-94647,SOC-2559,PROD-502,2024-02-09,1300.0,Tarjeta de Débito
TRX-94648,SOC-2927,PROD-510,2026-04-01,67.05,Efectivo
TRX-94649,SOC-3443,PROD-502,2024-09-09,1300.0,Efectivo
TRX-94650,SOC-3692,PROD-506,2024-07-17,550.0,Transferencia SPEI
TRX-94651,SOC-2299,PROD-503,2026-02-23,6999.0,Tarjeta de Crédito
TRX-94652,SOC-3691,PROD-501,2026-03-21,650.0,Tarjeta de Débito
TRX-94653,SOC-2241,PROD-511,2025-12-18,50.0,Tarjeta de Débito
TRX-94654,SOC-3003,PROD-509,2024-02-11,400.0,Transferencia SPEI
TRX-94655,SOC-3074,PROD-504,2024-01-30,825.49,Efectivo
TRX-94656,SOC-2049,PROD-505,2024-04-14,480.0,Tarjeta de Débito
TRX-94657,SOC-2497,PROD-505,2024-03-20,480.0,Tarjeta de Crédito
TRX-94658,SOC-3612,PROD-509,2026-02-18,400.0,Tarjeta de Débito
TRX-94659,SOC-2590,PROD-508,2025-07-23,250.0,Transferencia SPEI
TRX-94660,SOC-2590,PROD-512,2025-10-05,33.06,Efectivo
TRX-94661,SOC-3314,PROD-509,2025-11-21,400.0,Tarjeta de Crédito
TRX-94662,SOC-2047,PROD-507,2024-08-15,750.0,Transferencia SPEI
TRX-94663,SOC-3146,PROD-511,2025-12-28,50.0,Tarjeta de Crédito
TRX-94664,SOC-2952,PROD-509,2025-08-22,400.0,Tarjeta de Crédito
TRX-94665,SOC-2200,PROD-504,2026-04-23,950.0,Transferencia SPEI
TRX-94666,SOC-2514,PROD-504,2026-04-21,950.0,Efectivo
TRX-94667,SOC-2654,PROD-506,2025-07-19,550.0,Tarjeta de Débito
TRX-94668,SOC-3010,PROD-506,2025-08-29,550.0,Efectivo
TRX-94669,SOC-3116,PROD-505,2024-07-10,480.0,Efectivo
TRX-94670,SOC-3709,PROD-507,2025-09-09,750.0,Efectivo
TRX-94671,SOC-3413,PROD-505,2025-01-02,480.0,Transferencia SPEI
TRX-94672,SOC-2031,PROD-507,2024-03-09,750.0,Transferencia SPEI
TRX-94673,SOC-2680,PROD-507,2025-04-15,750.0,Transferencia SPEI
TRX-94674,SOC-3549,PROD-505,2025-01-15,480.0,Efectivo
TRX-94675,SOC-2170,PROD-507,2024-11-21,665.88,Tarjeta de Crédito
TRX-94676,SOC-2857,PROD-511,2025-07-27,43.09,Efectivo
TRX-94677,SOC-2287,PROD-506,2024-08-13,550.0,Tarjeta de Débito
TRX-94678,SOC-2399,PROD-508,2026-01-10,250.0,Tarjeta de Crédito
TRX-94679,SOC-3312,PROD-510,2025-02-11,75.0,Tarjeta de Débito
TRX-94680,SOC-2942,PROD-508,2024-07-03,250.0,Efectivo
TRX-94681,SOC-3089,PROD-505,2025-11-22,480.0,Tarjeta de Crédito
TRX-94682,SOC-2514,PROD-503,2024-08-05,6999.0,Efectivo
TRX-94683,SOC-3571,PROD-501,2024-10-07,548.33,Tarjeta de Débito
TRX-94684,SOC-2227,PROD-512,2024-12-04,35.0,Transferencia SPEI
TRX-94685,SOC-3230,PROD-502,2024-12-01,1300.0,Tarjeta de Débito
TRX-94686,SOC-2940,PROD-505,2025-08-21,480.0,Transferencia SPEI
TRX-94687,SOC-2357,PROD-508,2025-07-30,250.0,Efectivo
TRX-94688,SOC-2333,PROD-505,2024-06-17,480.0,Efectivo
TRX-94689,SOC-2490,PROD-504,2024-08-14,950.0,Tarjeta de Débito
TRX-94690,SOC-3384,PROD-510,2024-10-25,75.0,Tarjeta de Crédito
TRX-94691,SOC-3738,PROD-502,2024-11-25,1300.0,Tarjeta de Crédito
TRX-94692,SOC-3076,PROD-507,2024-08-19,710.22,Tarjeta de Crédito
TRX-94693,SOC-3240,PROD-507,2025-02-05,750.0,Efectivo
TRX-94694,SOC-2907,PROD-503,2024-04-11,6999.0,Tarjeta de Crédito
TRX-94695,SOC-3230,PROD-503,2026-04-29,6331.96,Transferencia SPEI
TRX-94696,SOC-2951,PROD-509,2026-02-26,400.0,Efectivo
TRX-94697,SOC-2736,PROD-511,2024-09-03,50.0,Transferencia SPEI
TRX-94698,SOC-2784,PROD-510,2024-08-02,75.0,Efectivo
TRX-94699,SOC-2812,PROD-504,2024-05-09,950.0,Efectivo
TRX-94700,SOC-2442,PROD-502,2024-08-24,1300.0,Efectivo
TRX-94701,SOC-2619,PROD-509,2026-03-09,400.0,Tarjeta de Débito
TRX-94702,SOC-2016,PROD-503,2024-06-03,6549.08,Efectivo
TRX-94703,SOC-2218,PROD-510,2024-09-02,75.0,Tarjeta de Crédito
TRX-94704,SOC-2766,PROD-510,2024-08-19,75.0,Transferencia SPEI
TRX-94705,SOC-2174,PROD-510,2024-03-04,63.980000000000004,Tarjeta de Crédito
TRX-94706,SOC-3452,PROD-510,2025-10-25,75.0,Efectivo
TRX-94707,SOC-2772,PROD-503,2024-07-07,6999.0,Transferencia SPEI
TRX-94708,SOC-3466,PROD-512,2025-11-24,35.0,Transferencia SPEI
TRX-94709,SOC-2132,PROD-509,2026-01-27,400.0,Tarjeta de Débito
TRX-94710,SOC-2006,PROD-512,2025-04-05,35.0,Tarjeta de Crédito
TRX-94711,SOC-2465,PROD-501,2024-10-19,650.0,Tarjeta de Débito
TRX-94712,SOC-3489,PROD-504,2024-05-19,950.0,Efectivo
TRX-94713,SOC-2789,PROD-511,2025-10-04,50.0,Efectivo
TRX-94714,SOC-2584,PROD-506,2025-01-20,550.0,Tarjeta de Débito
TRX-94715,SOC-3716,PROD-504,2025-03-30,797.04,Tarjeta de Débito
TRX-94716,SOC-3551,PROD-506,2024-07-19,550.0,Efectivo
TRX-94717,SOC-2165,PROD-511,2025-04-07,50.0,Transferencia SPEI
TRX-94718,SOC-2862,PROD-512,2025-03-14,35.0,Tarjeta de Débito
TRX-94719,SOC-2363,PROD-511,2025-04-27,50.0,Transferencia SPEI
TRX-94720,SOC-2138,PROD-503,2024-01-28,6999.0,Tarjeta de Crédito
TRX-94721,SOC-3135,PROD-502,2026-04-21,1300.0,Tarjeta de Débito
TRX-94722,SOC-2977,PROD-509,2024-02-26,400.0,Efectivo
TRX-94723,SOC-3633,PROD-512,2025-10-01,32.56,Efectivo
TRX-94724,SOC-3383,PROD-502,2025-02-04,1300.0,Transferencia SPEI
TRX-94725,SOC-2050,PROD-507,2025-10-06,750.0,Transferencia SPEI
TRX-94726,SOC-2419,PROD-506,2024-09-08,506.13,Transferencia SPEI
TRX-94727,SOC-2253,PROD-509,2024-12-30,400.0,Efectivo
TRX-94728,SOC-3780,PROD-503,2025-01-22,6999.0,Tarjeta de Débito
TRX-94729,SOC-3326,PROD-509,2025-01-11,400.0,Transferencia SPEI
TRX-94730,SOC-2172,PROD-502,2024-10-19,1300.0,Tarjeta de Débito
TRX-94731,SOC-2395,PROD-501,2024-02-11,544.72,Transferencia SPEI
TRX-94732,SOC-3701,PROD-506,2026-03-02,550.0,Tarjeta de Crédito
TRX-94733,SOC-3790,PROD-504,2025-12-20,950.0,Tarjeta de Crédito
TRX-94734,SOC-2294,PROD-505,2025-03-23,480.0,Transferencia SPEI
TRX-94735,SOC-2779,PROD-510,2024-08-01,65.86,Tarjeta de Débito
TRX-94736,SOC-2212,PROD-508,2025-11-05,250.0,Transferencia SPEI
TRX-94737,SOC-2846,PROD-506,2025-08-06,441.2,Tarjeta de Crédito
TRX-94738,SOC-3073,PROD-503,2024-02-12,5831.28,Efectivo
TRX-94739,SOC-3669,PROD-507,2026-04-03,750.0,Transferencia SPEI
TRX-94740,SOC-2805,PROD-505,2024-07-07,480.0,Tarjeta de Crédito
TRX-94741,SOC-3785,PROD-506,2024-03-06,550.0,Transferencia SPEI
TRX-94742,SOC-2375,PROD-505,2024-11-19,480.0,Tarjeta de Crédito
TRX-94743,SOC-3655,PROD-504,2025-05-15,950.0,Tarjeta de Débito
TRX-94744,SOC-3378,PROD-507,2024-11-17,750.0,Transferencia SPEI
TRX-94745,SOC-3257,PROD-508,2025-02-24,250.0,Transferencia SPEI
TRX-94746,SOC-3048,PROD-505,2025-08-25,480.0,Tarjeta de Crédito
TRX-94747,SOC-2571,PROD-510,2024-10-21,75.0,Efectivo
TRX-94748,SOC-2045,PROD-505,2025-02-20,480.0,Tarjeta de Débito
TRX-94749,SOC-2012,PROD-507,2025-08-15,648.66,Tarjeta de Débito
TRX-94750,SOC-2785,PROD-509,2024-12-07,400.0,Tarjeta de Crédito
TRX-94751,SOC-3677,PROD-511,2024-02-25,50.0,Tarjeta de Crédito
TRX-94752,SOC-3538,PROD-508,2025-03-03,250.0,Tarjeta de Crédito
TRX-94753,SOC-3224,PROD-504,2026-01-27,950.0,Efectivo
TRX-94754,SOC-3258,PROD-508,2025-08-21,250.0,Tarjeta de Débito
TRX-94755,SOC-3403,PROD-505,2024-05-21,414.56,Tarjeta de Débito
TRX-94756,SOC-2896,PROD-511,2025-01-15,50.0,Tarjeta de Crédito
TRX-94757,SOC-2302,PROD-504,2024-10-26,950.0,Transferencia SPEI
TRX-94758,SOC-3127,PROD-512,2025-12-17,35.0,Efectivo
TRX-94759,SOC-2588,PROD-506,2025-05-19,550.0,Transferencia SPEI
TRX-94760,SOC-3758,PROD-503,2025-01-17,6103.39,Efectivo
TRX-94761,SOC-2940,PROD-501,2024-07-27,650.0,Tarjeta de Crédito
TRX-94762,SOC-2192,PROD-505,2025-04-08,480.0,Tarjeta de Crédito
TRX-94763,SOC-3586,PROD-504,2024-07-16,950.0,Tarjeta de Crédito
TRX-94764,SOC-3421,PROD-501,2025-08-04,650.0,Tarjeta de Débito
TRX-94765,SOC-2649,PROD-502,2026-01-04,1300.0,Transferencia SPEI
TRX-94766,SOC-2820,PROD-512,2025-03-31,32.22,Tarjeta de Crédito
TRX-94767,SOC-3375,PROD-503,2026-03-13,6999.0,Transferencia SPEI
TRX-94768,SOC-2411,PROD-501,2024-04-25,604.01,Tarjeta de Crédito
TRX-94769,SOC-2056,PROD-501,2026-01-07,650.0,Tarjeta de Débito
TRX-94770,SOC-3031,PROD-505,2024-05-09,480.0,Tarjeta de Débito
TRX-94771,SOC-3584,PROD-509,2024-07-27,400.0,Tarjeta de Crédito
TRX-94772,SOC-2867,PROD-508,2025-11-22,250.0,Efectivo
TRX-94773,SOC-3618,PROD-509,2024-06-19,400.0,Transferencia SPEI
TRX-94774,SOC-3022,PROD-512,2026-01-27,35.0,Tarjeta de Crédito
TRX-94775,SOC-2781,PROD-501,2024-12-09,650.0,Tarjeta de Débito
TRX-94776,SOC-3243,PROD-505,2025-03-21,480.0,Tarjeta de Crédito
TRX-94777,SOC-2050,PROD-509,2025-01-14,400.0,Tarjeta de Débito
TRX-94778,SOC-3164,PROD-512,2024-02-23,32.26,Tarjeta de Débito
TRX-94779,SOC-3274,PROD-506,2026-02-20,550.0,Tarjeta de Crédito
TRX-94780,SOC-2767,PROD-501,2026-04-24,650.0,Efectivo
TRX-94781,SOC-2159,PROD-502,2024-12-05,1300.0,Efectivo
TRX-94782,SOC-2974,PROD-506,2026-03-16,550.0,Efectivo
TRX-94783,SOC-3108,PROD-501,2024-08-09,650.0,Efectivo
TRX-94784,SOC-2586,PROD-505,2025-10-15,435.71,Tarjeta de Débito
TRX-94785,SOC-2496,PROD-502,2024-12-22,1300.0,Tarjeta de Débito
TRX-94786,SOC-2156,PROD-511,2024-08-06,50.0,Tarjeta de Crédito
TRX-94787,SOC-3070,PROD-511,2025-11-01,43.64,Tarjeta de Crédito
TRX-94788,SOC-2978,PROD-505,2025-04-14,480.0,Efectivo
TRX-94789,SOC-2404,PROD-501,2025-10-01,650.0,Efectivo
TRX-94790,SOC-2826,PROD-509,2024-11-21,400.0,Transferencia SPEI
TRX-94791,SOC-2226,PROD-508,2026-04-15,250.0,Tarjeta de Débito
TRX-94792,SOC-2074,PROD-502,2025-09-14,1061.73,Efectivo
TRX-94793,SOC-2830,PROD-510,2025-06-23,75.0,Tarjeta de Crédito
TRX-94794,SOC-2991,PROD-512,2024-04-15,35.0,Efectivo
TRX-94795,SOC-2750,PROD-509,2025-02-02,400.0,Transferencia SPEI
TRX-94796,SOC-2232,PROD-502,2025-08-05,1300.0,Transferencia SPEI
TRX-94797,SOC-2899,PROD-506,2025-08-16,550.0,Tarjeta de Crédito
TRX-94798,SOC-3360,PROD-504,2024-06-12,950.0,Transferencia SPEI
TRX-94799,SOC-3782,PROD-501,2026-01-06,650.0,Efectivo
TRX-94800,SOC-2682,PROD-509,2024-07-31,400.0,Tarjeta de Débito
TRX-94801,SOC-2731,PROD-511,2025-07-06,44.89,Tarjeta de Débito
TRX-94802,SOC-2901,PROD-512,2024-06-02,35.0,Tarjeta de Crédito
TRX-94803,SOC-2747,PROD-504,2024-09-10,950.0,Tarjeta de Crédito
TRX-94804,SOC-2579,PROD-503,2025-02-01,6999.0,Tarjeta de Crédito
TRX-94805,SOC-2194,PROD-508,2026-03-06,250.0,Tarjeta de Débito
TRX-94806,SOC-3146,PROD-501,2024-03-09,650.0,Tarjeta de Débito
TRX-94807,SOC-2872,PROD-507,2025-07-15,750.0,Tarjeta de Crédito
TRX-94808,SOC-2009,PROD-504,2024-01-07,950.0,Tarjeta de Débito
TRX-94809,SOC-2419,PROD-503,2026-04-25,6999.0,Transferencia SPEI
TRX-94810,SOC-3545,PROD-507,2025-03-16,750.0,Tarjeta de Crédito
TRX-94811,SOC-2523,PROD-506,2024-03-12,550.0,Efectivo
TRX-94812,SOC-2338,PROD-506,2024-05-08,550.0,Tarjeta de Débito
TRX-94813,SOC-2615,PROD-507,2024-04-19,750.0,Efectivo
TRX-94814,SOC-3647,PROD-509,2025-04-23,400.0,Efectivo
TRX-94815,SOC-3097,PROD-510,2025-04-28,63.13,Efectivo
TRX-94816,SOC-3309,PROD-508,2026-02-22,250.0,Tarjeta de Crédito
TRX-94817,SOC-2991,PROD-508,2025-04-25,250.0,Efectivo
TRX-94818,SOC-2248,PROD-509,2024-10-26,372.3,Transferencia SPEI
TRX-94819,SOC-3337,PROD-509,2025-02-03,400.0,Efectivo
TRX-94820,SOC-2018,PROD-508,2024-03-25,235.7,Tarjeta de Crédito
TRX-94821,SOC-3468,PROD-505,2024-05-24,480.0,Tarjeta de Débito
TRX-94822,SOC-3002,PROD-504,2025-11-25,950.0,Tarjeta de Débito
TRX-94823,SOC-3514,PROD-511,2025-05-10,50.0,Transferencia SPEI
TRX-94824,SOC-2962,PROD-502,2026-02-14,1300.0,Transferencia SPEI
TRX-94825,SOC-2247,PROD-511,2025-08-16,50.0,Transferencia SPEI
TRX-94826,SOC-2222,PROD-507,2025-01-08,750.0,Transferencia SPEI
TRX-94827,SOC-2717,PROD-507,2025-02-16,750.0,Transferencia SPEI
TRX-94828,SOC-2607,PROD-501,2025-09-13,650.0,Transferencia SPEI
TRX-94829,SOC-3074,PROD-504,2024-07-18,950.0,Tarjeta de Débito
TRX-94830,SOC-2033,PROD-501,2025-09-21,650.0,Tarjeta de Crédito
TRX-94831,SOC-2331,PROD-505,2024-05-21,480.0,Transferencia SPEI
TRX-94832,SOC-3398,PROD-512,2025-01-08,35.0,Transferencia SPEI
TRX-94833,SOC-3279,PROD-504,2025-12-12,950.0,Efectivo
TRX-94834,SOC-3187,PROD-502,2026-02-17,1300.0,Efectivo
TRX-94835,SOC-2940,PROD-501,2025-01-05,650.0,Transferencia SPEI
TRX-94836,SOC-3376,PROD-504,2025-03-07,886.25,Transferencia SPEI
TRX-94837,SOC-3616,PROD-511,2025-08-23,40.69,Tarjeta de Débito
TRX-94838,SOC-2077,PROD-512,2025-12-19,32.89,Tarjeta de Crédito
TRX-94839,SOC-2859,PROD-501,2024-02-01,650.0,Tarjeta de Crédito
TRX-94840,SOC-2822,PROD-506,2025-07-27,550.0,Tarjeta de Crédito
TRX-94841,SOC-3371,PROD-505,2025-04-24,480.0,Transferencia SPEI
TRX-94842,SOC-3769,PROD-509,2024-07-27,400.0,Tarjeta de Débito
TRX-94843,SOC-3040,PROD-509,2025-12-31,400.0,Transferencia SPEI
TRX-94844,SOC-2183,PROD-510,2024-07-10,64.83,Transferencia SPEI
TRX-94845,SOC-3168,PROD-502,2026-04-17,1300.0,Tarjeta de Crédito
TRX-94846,SOC-3456,PROD-509,2025-02-27,400.0,Transferencia SPEI
TRX-94847,SOC-3748,PROD-505,2025-11-26,480.0,Tarjeta de Crédito
TRX-94848,SOC-2047,PROD-504,2024-04-03,950.0,Transferencia SPEI
TRX-94849,SOC-3419,PROD-503,2026-04-16,6999.0,Transferencia SPEI
TRX-94850,SOC-2748,PROD-503,2026-03-08,6999.0,Tarjeta de Débito
TRX-94851,SOC-2805,PROD-509,2024-12-07,400.0,Tarjeta de Crédito
TRX-94852,SOC-3476,PROD-508,2025-11-16,237.4,Efectivo
TRX-94853,SOC-3412,PROD-512,2025-11-22,35.0,Efectivo
TRX-94854,SOC-3119,PROD-507,2025-11-11,678.28,Transferencia SPEI
TRX-94855,SOC-3618,PROD-501,2024-11-23,615.15,Tarjeta de Débito
TRX-94856,SOC-2574,PROD-504,2026-04-23,777.47,Transferencia SPEI
TRX-94857,SOC-3335,PROD-504,2026-01-17,810.59,Tarjeta de Crédito
TRX-94858,SOC-2481,PROD-506,2025-03-06,550.0,Tarjeta de Crédito
TRX-94859,SOC-2782,PROD-510,2025-12-30,75.0,Tarjeta de Crédito
TRX-94860,SOC-3663,PROD-501,2024-04-01,650.0,Efectivo
TRX-94861,SOC-3480,PROD-501,2025-08-26,537.48,Tarjeta de Crédito
TRX-94862,SOC-2136,PROD-509,2025-03-30,400.0,Efectivo
TRX-94863,SOC-3658,PROD-505,2026-04-23,480.0,Efectivo
TRX-94864,SOC-2356,PROD-509,2025-10-21,400.0,Tarjeta de Crédito
TRX-94865,SOC-2688,PROD-512,2024-10-12,30.4,Tarjeta de Crédito
TRX-94866,SOC-3280,PROD-511,2024-02-21,50.0,Tarjeta de Crédito
TRX-94867,SOC-2102,PROD-505,2025-12-24,480.0,Transferencia SPEI
TRX-94868,SOC-2855,PROD-507,2024-03-31,750.0,Transferencia SPEI
TRX-94869,SOC-2807,PROD-503,2025-06-30,6999.0,Efectivo
TRX-94870,SOC-3049,PROD-502,2024-05-23,1300.0,Transferencia SPEI
TRX-94871,SOC-3065,PROD-502,2024-12-23,1300.0,Tarjeta de Débito
TRX-94872,SOC-3598,PROD-508,2025-12-15,250.0,Transferencia SPEI
TRX-94873,SOC-3735,PROD-501,2024-12-21,650.0,Tarjeta de Crédito
TRX-94874,SOC-2151,PROD-502,2024-02-07,1300.0,Tarjeta de Crédito
TRX-94875,SOC-3382,PROD-512,2024-09-07,30.03,Transferencia SPEI
TRX-94876,SOC-2416,PROD-510,2025-04-03,75.0,Tarjeta de Débito
TRX-94877,SOC-2286,PROD-502,2025-07-25,1300.0,Efectivo
TRX-94878,SOC-3530,PROD-505,2024-05-23,480.0,Tarjeta de Crédito
TRX-94879,SOC-2972,PROD-507,2026-01-21,750.0,Efectivo
TRX-94880,SOC-3552,PROD-512,2024-04-16,35.0,Transferencia SPEI
TRX-94881,SOC-2875,PROD-508,2025-12-07,250.0,Transferencia SPEI
TRX-94882,SOC-2981,PROD-507,2024-05-08,750.0,Tarjeta de Crédito
TRX-94883,SOC-2838,PROD-504,2025-03-18,950.0,Tarjeta de Débito
TRX-94884,SOC-2051,PROD-502,2026-01-16,1300.0,Tarjeta de Crédito
TRX-94885,SOC-2942,PROD-507,2024-06-25,750.0,Tarjeta de Crédito
TRX-94886,SOC-2871,PROD-507,2025-03-21,750.0,Efectivo
TRX-94887,SOC-3168,PROD-512,2025-12-05,35.0,Transferencia SPEI
TRX-94888,SOC-2176,PROD-507,2026-04-16,750.0,Tarjeta de Crédito
TRX-94889,SOC-3128,PROD-511,2025-09-08,50.0,Efectivo
TRX-94890,SOC-2950,PROD-505,2025-08-17,480.0,Tarjeta de Débito
TRX-94891,SOC-3159,PROD-509,2024-04-18,359.52,Transferencia SPEI
TRX-94892,SOC-2984,PROD-508,2024-06-04,250.0,Transferencia SPEI
TRX-94893,SOC-2779,PROD-505,2024-01-26,480.0,Tarjeta de Crédito
TRX-94894,SOC-3141,PROD-506,2026-01-29,550.0,Tarjeta de Débito
TRX-94895,SOC-2061,PROD-502,2025-12-28,1300.0,Tarjeta de Débito
TRX-94896,SOC-2256,PROD-508,2024-04-21,250.0,Transferencia SPEI
TRX-94897,SOC-2676,PROD-508,2025-07-18,250.0,Efectivo
TRX-94898,SOC-3686,PROD-503,2025-08-27,6999.0,Tarjeta de Débito
TRX-94899,SOC-3777,PROD-507,2024-12-25,750.0,Transferencia SPEI
TRX-94900,SOC-2165,PROD-511,2024-04-26,50.0,Tarjeta de Débito
TRX-94901,SOC-3077,PROD-507,2024-02-10,639.21,Efectivo
TRX-94902,SOC-2009,PROD-512,2025-09-09,35.0,Tarjeta de Débito
TRX-94903,SOC-3218,PROD-512,2025-10-15,35.0,Transferencia SPEI
TRX-94904,SOC-3150,PROD-508,2024-12-23,250.0,Efectivo
TRX-94905,SOC-3283,PROD-504,2025-10-19,882.37,Tarjeta de Crédito
TRX-94906,SOC-2037,PROD-502,2024-04-14,1300.0,Tarjeta de Crédito
TRX-94907,SOC-2697,PROD-511,2024-01-14,43.7,Efectivo
TRX-94908,SOC-3011,PROD-505,2024-06-24,480.0,Efectivo
TRX-94909,SOC-2823,PROD-511,2025-10-20,50.0,Tarjeta de Crédito
TRX-94910,SOC-2372,PROD-503,2024-08-20,6999.0,Transferencia SPEI
TRX-94911,SOC-3239,PROD-504,2026-04-20,822.59,Transferencia SPEI
TRX-94912,SOC-2345,PROD-501,2024-01-14,650.0,Transferencia SPEI
TRX-94913,SOC-3309,PROD-504,2024-01-21,950.0,Tarjeta de Débito
TRX-94914,SOC-3609,PROD-503,2025-01-29,6999.0,Transferencia SPEI
TRX-94915,SOC-2285,PROD-505,2025-12-19,480.0,Transferencia SPEI
TRX-94916,SOC-2745,PROD-504,2025-04-25,950.0,Tarjeta de Débito
TRX-94917,SOC-2051,PROD-512,2026-04-08,35.0,Efectivo
TRX-94918,SOC-3653,PROD-511,2026-02-19,50.0,Transferencia SPEI
TRX-94919,SOC-3359,PROD-510,2025-01-11,75.0,Transferencia SPEI
TRX-94920,SOC-2524,PROD-501,2026-01-07,650.0,Transferencia SPEI
TRX-94921,SOC-3616,PROD-504,2025-01-05,950.0,Tarjeta de Débito
TRX-94922,SOC-2764,PROD-504,2024-09-17,950.0,Efectivo
TRX-94923,SOC-2575,PROD-507,2025-11-02,750.0,Transferencia SPEI
TRX-94924,SOC-2725,PROD-509,2024-07-22,400.0,Tarjeta de Débito
TRX-94925,SOC-3038,PROD-504,2026-03-16,950.0,Tarjeta de Crédito
TRX-94926,SOC-3355,PROD-506,2025-11-01,550.0,Transferencia SPEI
TRX-94927,SOC-3291,PROD-503,2025-03-02,6999.0,Tarjeta de Crédito
TRX-94928,SOC-2890,PROD-507,2026-04-29,750.0,Tarjeta de Débito
TRX-94929,SOC-2493,PROD-503,2024-01-31,6999.0,Transferencia SPEI
TRX-94930,SOC-2969,PROD-506,2025-06-21,550.0,Tarjeta de Débito
TRX-94931,SOC-2500,PROD-503,2026-03-02,6999.0,Transferencia SPEI
TRX-94932,SOC-3580,PROD-510,2025-07-28,75.0,Tarjeta de Débito
TRX-94933,SOC-2616,PROD-504,2026-01-16,950.0,Tarjeta de Débito
TRX-94934,SOC-3775,PROD-509,2024-02-02,400.0,Tarjeta de Débito
TRX-94935,SOC-2654,PROD-501,2025-01-04,650.0,Efectivo
TRX-94936,SOC-3221,PROD-503,2025-06-28,6999.0,Transferencia SPEI
TRX-94937,SOC-2339,PROD-512,2026-04-22,30.85,Tarjeta de Débito
TRX-94938,SOC-2353,PROD-510,2026-02-15,75.0,Efectivo
TRX-94939,SOC-3428,PROD-508,2025-04-02,250.0,Transferencia SPEI
TRX-94940,SOC-2291,PROD-510,2024-11-18,75.0,Tarjeta de Débito
TRX-94941,SOC-3366,PROD-511,2025-12-03,43.28,Efectivo
TRX-94942,SOC-2130,PROD-507,2024-05-21,750.0,Tarjeta de Débito
TRX-94943,SOC-2226,PROD-506,2024-02-09,550.0,Efectivo
TRX-94944,SOC-2615,PROD-506,2024-01-24,550.0,Efectivo
TRX-94945,SOC-2639,PROD-504,2024-12-17,950.0,Efectivo
TRX-94946,SOC-2286,PROD-508,2025-09-02,250.0,Tarjeta de Crédito
TRX-94947,SOC-3689,PROD-504,2026-02-07,950.0,Tarjeta de Débito
TRX-94948,SOC-2386,PROD-502,2026-03-27,1300.0,Efectivo
TRX-94949,SOC-2229,PROD-503,2024-09-01,6999.0,Efectivo
TRX-94950,SOC-2563,PROD-503,2025-02-14,6999.0,Transferencia SPEI
TRX-94951,SOC-3674,PROD-505,2024-06-01,480.0,Transferencia SPEI
