ID_Socio,Edad,Genero,Ciudad,Fecha_Inscripcion,Estatus
SOC-2904,43,Masculino,Monterrey,2025-05-06,Activo
SOC-2905,43,Femenino,Querétaro,2024-05-04,Activo
SOC-2906,62,Masculino,Monterrey,2024-12-16,Inactivo
SOC-2907,70,Masculino,Mérida,2025-03-15,Inactivo
SOC-2908,59,Masculino,CDMX,2024-07-26,Activo
SOC-2909,42,Femenino,Querétaro,2024-08-31,Activo
SOC-2910,21,Otro,CDMX,2024-12-25,Activo
SOC-2911,28,Masculino,Puebla,2025-03-08,Activo
SOC-2912,45,Otro,Tijuana,2024-06-18,Activo
SOC-2913,54,Masculino,Querétaro,2025-04-15,Activo
SOC-2914,20,Masculino,Guadalajara,2025-04-06,Activo
SOC-2915,62,Otro,Puebla,2024-05-18,Activo
SOC-2916,20,Masculino,Mérida,2025-04-18,Activo
SOC-2917,35,Otro,Querétaro,2024-12-02,Activo
SOC-2918,20,Masculino,Tijuana,2024-06-10,Cancelado
SOC-2919,19,Masculino,Querétaro,2024-03-14,Inactivo
SOC-2920,66,Otro,Tijuana,2024-07-22,Activo
SOC-2921,22,Femenino,Guadalajara,2024-10-15,Inactivo
SOC-2922,33,Otro,Tijuana,2025-03-10,Activo
SOC-2923,42,Otro,Querétaro,2024-06-18,Inactivo
SOC-2924,42,Otro,Guadalajara,2025-02-08,Inactivo
SOC-2925,62,Otro,CDMX,2024-09-13,Activo
SOC-2926,65,Femenino,CDMX,2024-02-20,Activo
SOC-2927,45,Masculino,Tijuana,2024-02-08,Activo
SOC-2928,39,Otro,Tijuana,2024-11-10,Activo
SOC-2929,56,Femenino,Tijuana,2024-06-16,Activo
SOC-2930,19,Otro,Monterrey,2025-02-05,Activo
SOC-2931,46,Femenino,Guadalajara,2024-07-01,Activo
SOC-2932,53,Femenino,Puebla,2024-04-05,Inactivo
SOC-2933,61,Otro,Mérida,2024-07-13,Cancelado
SOC-2934,23,Otro,Monterrey,2025-02-12,Activo
SOC-2935,33,Otro,CDMX,2024-02-12,Activo
SOC-2936,35,Masculino,Puebla,2024-12-30,Activo
SOC-2937,68,Otro,Guadalajara,2025-01-13,Activo
SOC-2938,42,Femenino,Monterrey,2024-02-24,Cancelado
SOC-2939,23,Masculino,Monterrey,2024-08-15,Activo
SOC-2940,41,Femenino,CDMX,2024-03-08,Activo
SOC-2941,23,Masculino,Puebla,2024-08-17,Activo
SOC-2942,53,Otro,Querétaro,2024-07-27,Activo
SOC-2943,24,Masculino,CDMX,2024-06-30,Activo
SOC-2944,53,Masculino,Querétaro,2024-11-02,Inactivo
SOC-2945,68,Femenino,Tijuana,2024-07-16,Activo
SOC-2946,18,Femenino,Puebla,2024-07-17,Activo
SOC-2947,67,Masculino,Mérida,2025-04-06,Activo
SOC-2948,53,Masculino,Querétaro,2024-09-23,Cancelado
SOC-2949,28,Otro,Puebla,2024-03-27,Inactivo
SOC-2950,26,Femenino,Monterrey,2024-05-17,Activo
SOC-2951,49,Masculino,CDMX,2024-03-26,Activo
SOC-2952,45,Femenino,Puebla,2024-06-02,Activo
SOC-2953,48,Masculino,Monterrey,2024-05-08,Activo
SOC-2954,33,Otro,Mérida,2024-09-10,Cancelado
SOC-2955,56,Otro,Guadalajara,2024-08-22,Activo
SOC-2956,24,Masculino,Monterrey,2024-01-04,Activo
SOC-2957,43,Femenino,Tijuana,2024-11-13,Activo
SOC-2958,42,Femenino,Puebla,2024-06-20,Activo
SOC-2959,45,Otro,Querétaro,2024-03-10,Activo
SOC-2960,37,Femenino,Querétaro,2025-04-30,Activo
SOC-2961,62,Masculino,Puebla,2024-06-09,Activo
SOC-2962,29,Femenino,Monterrey,2024-05-29,Activo
SOC-2963,65,Otro,Mérida,2024-09-08,Activo
SOC-2964,54,Masculino,Monterrey,2024-07-11,Activo
SOC-2965,35,Femenino,Monterrey,2024-02-28,Activo
SOC-2966,54,Masculino,Querétaro,2024-10-06,Activo
SOC-2967,29,Otro,Tijuana,2024-10-08,Activo
SOC-2968,19,Otro,Puebla,2025-04-27,Activo
SOC-2969,63,Masculino,Puebla,2025-02-12,Activo
SOC-2970,36,Otro,CDMX,2025-02-23,Activo
SOC-2971,68,Femenino,Mérida,2024-09-12,Activo
SOC-2972,26,Otro,Monterrey,2024-05-03,Cancelado
SOC-2973,34,Otro,Guadalajara,2025-01-01,Activo
SOC-2974,45,Femenino,CDMX,2024-08-17,Activo
SOC-2975,56,Femenino,Querétaro,2024-07-24,Activo
SOC-2976,52,Otro,Tijuana,2024-12-20,Activo
SOC-2977,44,Otro,CDMX,2025-02-08,Activo
SOC-2978,41,Otro,Tijuana,2024-10-01,Activo
SOC-2979,56,Otro,CDMX,2024-02-25,Activo
SOC-2980,67,Masculino,Mérida,2024-12-06,Activo
SOC-2981,40,Masculino,Mérida,2024-11-09,Activo
SOC-2982,20,Otro,Mérida,2024-12-12,Inactivo
SOC-2983,59,Femenino,Tijuana,2024-06-18,Activo
SOC-2984,68,Femenino,CDMX,2024-01-06,Activo
SOC-2985,24,Femenino,Guadalajara,2024-09-18,Activo
SOC-2986,65,Otro,Querétaro,2024-10-24,Activo
SOC-2987,62,Otro,Guadalajara,2024-08-16,Activo
SOC-2988,41,Femenino,Puebla,2025-01-30,Activo
SOC-2989,61,Otro,Mérida,2024-09-13,Activo
SOC-2990,27,Femenino,CDMX,2024-09-04,Inactivo
SOC-2991,24,Femenino,Puebla,2025-04-16,Inactivo
SOC-2992,23,Masculino,Tijuana,2025-04-26,Activo
SOC-2993,64,Masculino,Monterrey,2024-06-08,Activo
SOC-2994,39,Femenino,Tijuana,2024-04-15,Activo
SOC-2995,51,Femenino,Monterrey,2024-08-31,Activo
SOC-2996,24,Femenino,Mérida,2024-12-22,Activo
SOC-2997,46,Femenino,CDMX,2024-06-02,Cancelado
SOC-2998,20,Otro,CDMX,2024-01-12,Activo
SOC-2999,39,Otro,CDMX,2024-12-12,Cancelado
SOC-3000,69,Masculino,Mérida,2024-05-04,Activo
SOC-3001,51,Masculino,Querétaro,2024-03-22,Activo
SOC-3002,39,Otro,Puebla,2025-05-05,Activo
SOC-3003,47,Masculino,Tijuana,2024-07-26,Inactivo
SOC-3004,58,Masculino,Guadalajara,2024-11-23,Activo
SOC-3005,60,Femenino,Puebla,2024-01-15,Inactivo
SOC-3006,65,Otro,Guadalajara,2024-08-18,Activo
SOC-3007,55,Femenino,Puebla,2024-01-03,Activo
SOC-3008,63,Masculino,Guadalajara,2024-05-22,Inactivo
SOC-3009,66,Otro,Tijuana,2025-02-11,Activo
SOC-3010,22,Otro,CDMX,2025-02-13,Activo
SOC-3011,52,Masculino,Monterrey,2024-06-15,Activo
SOC-3012,30,Femenino,CDMX,2024-05-14,Cancelado
SOC-3013,60,Femenino,Querétaro,2025-05-09,Cancelado
SOC-3014,58,Femenino,Querétaro,2024-07-17,Activo
SOC-3015,57,Femenino,Querétaro,2024-02-28,Activo
SOC-3016,40,Femenino,Tijuana,2024-08-22,Cancelado
SOC-3017,57,Masculino,Tijuana,2024-12-10,Activo
SOC-3018,63,Femenino,Querétaro,2024-10-29,Activo
SOC-3019,23,Otro,Guadalajara,2024-06-09,Cancelado
SOC-3020,25,Masculino,Monterrey,2024-02-29,Activo
SOC-3021,29,Femenino,Mérida,2024-03-13,Activo
SOC-3022,50,Femenino,Puebla,2024-11-01,Activo
SOC-3023,26,Otro,Puebla,2024-08-04,Cancelado
SOC-3024,29,Femenino,Mérida,2024-10-02,Cancelado
SOC-3025,62,Otro,Guadalajara,2024-10-11,Cancelado
SOC-3026,28,Femenino,Monterrey,2024-03-12,Activo
SOC-3027,29,Femenino,Tijuana,2024-08-18,Inactivo
SOC-3028,57,Masculino,Tijuana,2024-07-02,Inactivo
SOC-3029,18,Femenino,Guadalajara,2024-04-09,Activo
SOC-3030,70,Femenino,Querétaro,2024-09-15,Inactivo
SOC-3031,59,Femenino,Puebla,2024-12-16,Activo
SOC-3032,49,Femenino,Mérida,2025-03-06,Activo
SOC-3033,46,Femenino,Guadalajara,2024-02-12,Activo
SOC-3034,54,Masculino,Tijuana,2025-01-24,Activo
SOC-3035,32,Femenino,CDMX,2024-05-20,Activo
SOC-3036,32,Otro,Monterrey,2024-03-27,Activo
SOC-3037,67,Femenino,Querétaro,2025-01-15,Activo
SOC-3038,67,Femenino,Querétaro,2024-09-18,Activo
SOC-3039,25,Otro,CDMX,2024-05-17,Activo
SOC-3040,67,Otro,Tijuana,2024-07-06,Activo
SOC-3041,52,Masculino,Tijuana,2025-01-03,Activo
SOC-3042,46,Otro,Guadalajara,2024-08-05,Inactivo
SOC-3043,24,Otro,Tijuana,2024-11-30,Activo
SOC-3044,66,Masculino,Monterrey,2025-03-23,Activo
SOC-3045,20,Femenino,Monterrey,2024-06-27,Inactivo
SOC-3046,70,Masculino,Puebla,2025-03-19,Activo
SOC-3047,25,Masculino,Guadalajara,2025-02-19,Activo
SOC-3048,65,Otro,Mérida,2024-06-28,Activo
SOC-3049,63,Otro,Mérida,2024-08-07,Inactivo
SOC-3050,28,Otro,Guadalajara,2025-02-05,Activo
SOC-3051,31,Masculino,Tijuana,2024-01-31,Inactivo
SOC-3052,54,Femenino,Querétaro,2024-05-23,Activo
SOC-3053,56,Otro,Guadalajara,2024-06-14,Cancelado
SOC-3054,63,Femenino,Monterrey,2024-10-20,Inactivo
SOC-3055,35,Otro,Mérida,2025-02-21,Cancelado
SOC-3056,24,Masculino,Tijuana,2025-02-06,Activo
SOC-3057,44,Masculino,Monterrey,2025-03-19,Inactivo
SOC-3058,59,Masculino,Mérida,2025-03-19,Activo
SOC-3059,26,Masculino,Guadalajara,2024-12-30,Activo
SOC-3060,38,Masculino,Tijuana,2025-03-07,Activo
SOC-3061,61,Femenino,Puebla,2024-03-13,Inactivo
SOC-3062,54,Otro,Monterrey,2024-11-17,Cancelado
SOC-3063,44,Femenino,Puebla,2024-02-08,Inactivo
SOC-3064,58,Masculino,Puebla,2024-09-20,Activo
SOC-3065,65,Femenino,Mérida,2025-04-24,Activo
SOC-3066,41,Femenino,Puebla,2024-06-16,Activo
SOC-3067,55,Masculino,Tijuana,2025-01-31,Activo
SOC-3068,64,Masculino,Mérida,2025-05-12,Activo
SOC-3069,47,Otro,Mérida,2024-12-23,Activo
SOC-3070,40,Masculino,Tijuana,2024-09-30,Activo
SOC-3071,43,Masculino,Puebla,2025-02-26,Activo
SOC-3072,31,Femenino,Monterrey,2024-06-14,Activo
SOC-3073,36,Femenino,Querétaro,2024-10-22,Activo
SOC-3074,26,Otro,Tijuana,2024-09-05,Activo
SOC-3075,68,Femenino,Mérida,2025-01-25,Cancelado
SOC-3076,21,Masculino,CDMX,2024-11-16,Activo
SOC-3077,68,Femenino,CDMX,2024-03-04,Activo
SOC-3078,28,Femenino,Puebla,2024-01-01,Activo
SOC-3079,45,Masculino,Mérida,2025-04-10,Activo
SOC-3080,26,Otro,Monterrey,2024-03-22,Cancelado
SOC-3081,35,Masculino,Mérida,2024-07-03,Inactivo
SOC-3082,34,Masculino,Monterrey,2024-12-06,Activo
SOC-3083,59,Masculino,CDMX,2024-07-21,Activo
SOC-3084,58,Femenino,Mérida,2024-12-24,Inactivo
SOC-3085,66,Masculino,Puebla,2024-12-01,Cancelado
SOC-3086,23,Otro,CDMX,2024-01-01,Activo
SOC-3087,31,Femenino,CDMX,2024-03-08,Activo
SOC-3088,55,Masculino,Querétaro,2024-12-14,Activo
SOC-3089,46,Masculino,CDMX,2024-12-22,Cancelado
SOC-3090,39,Masculino,Tijuana,2024-08-04,Activo
SOC-3091,62,Masculino,Puebla,2024-02-06,Cancelado
SOC-3092,32,Femenino,CDMX,2025-01-09,Activo
SOC-3093,69,Masculino,CDMX,2024-06-09,Activo
SOC-3094,41,Femenino,Guadalajara,2024-07-14,Activo
SOC-3095,67,Masculino,Mérida,2024-12-12,Activo
SOC-3096,27,Masculino,Querétaro,2024-10-15,Activo
SOC-3097,18,Otro,Mérida,2024-03-25,Activo
SOC-3098,46,Femenino,Mérida,2024-04-19,Activo
SOC-3099,58,Otro,Guadalajara,2025-04-15,Inactivo
SOC-3100,44,Otro,Mérida,2024-08-14,Activo
SOC-3101,31,Masculino,CDMX,2024-03-12,Activo
SOC-3102,66,Masculino,Querétaro,2025-01-08,Cancelado
SOC-3103,42,Femenino,Puebla,2024-06-10,Inactivo
SOC-3104,68,Masculino,Guadalajara,2024-05-21,Cancelado
SOC-3105,59,Masculino,Guadalajara,2024-10-10,Cancelado
SOC-3106,56,Otro,Mérida,2024-11-07,Activo
SOC-3107,36,Otro,CDMX,2025-03-10,Activo
SOC-3108,60,Femenino,Guadalajara,2024-09-22,Inactivo
SOC-3109,56,Otro,Guadalajara,2025-01-17,Activo
SOC-3110,43,Femenino,Mérida,2024-01-28,Activo
SOC-3111,68,Masculino,Puebla,2024-07-16,Inactivo
SOC-3112,25,Masculino,Puebla,2024-11-22,Activo
SOC-3113,56,Masculino,Querétaro,2025-03-31,Activo
SOC-3114,18,Femenino,Monterrey,2024-03-08,Activo
SOC-3115,42,Otro,Puebla,2024-07-06,Activo
SOC-3116,52,Otro,Guadalajara,2025-01-25,Activo
SOC-3117,48,Masculino,CDMX,2024-10-27,Activo
SOC-3118,22,Masculino,Monterrey,2024-04-20,Inactivo
SOC-3119,20,Masculino,Tijuana,2024-07-22,Activo
SOC-3120,50,Femenino,Mérida,2024-12-30,Activo
SOC-3121,50,Femenino,Puebla,2024-12-25,Inactivo
SOC-3122,43,Masculino,Mérida,2024-10-01,Cancelado
SOC-3123,52,Otro,Guadalajara,2024-05-22,Inactivo
SOC-3124,23,Femenino,CDMX,2024-09-18,Inactivo
SOC-3125,31,Masculino,Querétaro,2024-06-16,Activo
SOC-3126,43,Otro,Mérida,2025-01-25,Activo
SOC-3127,59,Otro,Mérida,2024-02-03,Activo
SOC-3128,37,Otro,Puebla,2025-01-08,Activo
SOC-3129,33,Masculino,Guadalajara,2024-02-14,Activo
SOC-3130,45,Masculino,Puebla,2024-11-09,Activo
SOC-3131,56,Masculino,Monterrey,2024-12-07,Activo
SOC-3132,65,Otro,Mérida,2024-03-30,Activo
SOC-3133,25,Masculino,Mérida,2024-03-11,Activo
SOC-3134,62,Masculino,Guadalajara,2024-09-11,Activo
SOC-3135,40,Otro,Querétaro,2025-02-04,Activo
SOC-3136,70,Otro,Monterrey,2024-03-26,Activo
SOC-3137,41,Masculino,Mérida,2025-02-03,Inactivo
SOC-3138,35,Otro,CDMX,2025-01-29,Activo
SOC-3139,19,Femenino,Tijuana,2024-08-07,Activo
SOC-3140,35,Otro,CDMX,2024-05-14,Activo
SOC-3141,63,Otro,Mérida,2024-02-09,Inactivo
SOC-3142,49,Femenino,Querétaro,2024-07-03,Activo
SOC-3143,21,Femenino,Tijuana,2024-10-17,Activo
SOC-3144,28,Femenino,Guadalajara,2024-05-10,Activo
SOC-3145,67,Masculino,Querétaro,2024-12-11,Activo
SOC-3146,64,Masculino,Guadalajara,2025-01-14,Inactivo
SOC-3147,50,Masculino,CDMX,2025-03-15,Inactivo
SOC-3148,18,Masculino,CDMX,2024-08-29,Activo
SOC-3149,41,Femenino,Guadalajara,2024-04-01,Inactivo
SOC-3150,20,Otro,Tijuana,2025-04-12,Inactivo
SOC-3151,63,Otro,Mérida,2024-08-02,Activo
SOC-3152,32,Femenino,Guadalajara,2024-08-01,Inactivo
SOC-3153,64,Femenino,Monterrey,2025-02-26,Activo
SOC-3154,22,Otro,Monterrey,2024-03-02,Activo
SOC-3155,50,Otro,CDMX,2024-04-01,Activo
SOC-3156,32,Otro,CDMX,2025-05-03,Inactivo
SOC-3157,43,Masculino,Puebla,2025-03-19,Activo
SOC-3158,36,Femenino,Monterrey,2024-02-14,Inactivo
SOC-3159,53,Femenino,CDMX,2024-07-07,Inactivo
SOC-3160,30,Femenino,Querétaro,2025-02-05,Activo
SOC-3161,37,Otro,Querétaro,2024-05-04,Inactivo
SOC-3162,47,Femenino,Querétaro,2025-05-12,Activo
SOC-3163,49,Masculino,Mérida,2025-04-06,Activo
SOC-3164,52,Masculino,Guadalajara,2024-01-04,Activo
SOC-3165,44,Masculino,Guadalajara,2024-10-04,Activo
SOC-3166,40,Otro,Tijuana,2024-12-21,Inactivo
SOC-3167,18,Femenino,CDMX,2025-01-23,Inactivo
SOC-3168,60,Femenino,Tijuana,2025-01-12,Activo
SOC-3169,64,Femenino,CDMX,2024-04-15,Activo
SOC-3170,51,Masculino,Puebla,2024-09-08,Activo
SOC-3171,21,Masculino,Mérida,2024-05-23,Activo
SOC-3172,23,Masculino,Guadalajara,2025-04-04,Cancelado
SOC-3173,51,Femenino,Mérida,2025-04-03,Activo
SOC-3174,41,Femenino,Mérida,2024-02-13,Activo
SOC-3175,55,Masculino,Querétaro,2024-03-09,Activo
SOC-3176,58,Femenino,CDMX,2024-10-30,Activo
SOC-3177,54,Masculino,Puebla,2024-12-05,Inactivo
SOC-3178,26,Masculino,Monterrey,2024-05-13,Activo
SOC-3179,38,Femenino,Mérida,2025-03-01,Inactivo
SOC-3180,65,Femenino,Monterrey,2024-08-19,Activo
SOC-3181,35,Masculino,CDMX,2025-04-28,Cancelado
SOC-3182,30,Masculino,Tijuana,2025-01-29,Activo
SOC-3183,55,Masculino,Guadalajara,2024-02-24,Activo
SOC-3184,28,Femenino,Puebla,2024-06-09,Cancelado
SOC-3185,44,Masculino,Querétaro,2024-07-02,Activo
SOC-3186,67,Masculino,Puebla,2024-06-06,Cancelado
SOC-3187,47,Femenino,Tijuana,2024-03-02,Activo
SOC-3188,23,Masculino,Tijuana,2024-12-17,Activo
SOC-3189,37,Otro,Mérida,2024-11-04,Activo
SOC-3190,20,Masculino,Tijuana,2025-03-14,Activo
SOC-3191,38,Masculino,CDMX,2024-12-30,Activo
SOC-3192,33,Femenino,Puebla,2024-09-19,Activo
SOC-3193,21,Otro,Monterrey,2024-05-13,Activo
SOC-3194,70,Masculino,CDMX,2025-05-02,Activo
SOC-3195,43,Femenino,Querétaro,2025-01-18,Activo
SOC-3196,53,Masculino,CDMX,2024-08-24,Inactivo
SOC-3197,24,Masculino,CDMX,2024-01-07,Cancelado
SOC-3198,21,Masculino,Guadalajara,2024-04-11,Cancelado
SOC-3199,70,Femenino,Monterrey,2024-12-17,Activo
SOC-3200,58,Otro,CDMX,2024-10-25,Activo
SOC-3201,55,Femenino,Tijuana,2024-02-08,Inactivo
SOC-3202,19,Masculino,Guadalajara,2025-04-07,Activo
SOC-3203,59,Femenino,Tijuana,2024-03-06,Activo
SOC-3204,23,Femenino,CDMX,2024-01-22,Activo
SOC-3205,47,Masculino,Guadalajara,2025-04-18,Activo
SOC-3206,54,Femenino,Tijuana,2025-01-05,Inactivo
SOC-3207,43,Femenino,CDMX,2024-07-14,Activo
SOC-3208,61,Femenino,Guadalajara,2024-06-30,Activo
SOC-3209,31,Masculino,Monterrey,2024-05-23,Activo
SOC-3210,46,Masculino,CDMX,2024-11-10,Cancelado
SOC-3211,57,Otro,Guadalajara,2024-11-27,Activo
SOC-3212,36,Femenino,Puebla,2025-03-27,Activo
SOC-3213,53,Femenino,CDMX,2024-02-14,Activo
SOC-3214,35,Femenino,Guadalajara,2024-08-02,Inactivo
SOC-3215,30,Otro,Tijuana,2024-09-26,Activo
SOC-3216,33,Otro,Tijuana,2024-10-05,Activo
SOC-3217,68,Masculino,Puebla,2025-02-04,Activo
SOC-3218,63,Femenino,Puebla,2024-10-05,Activo
SOC-3219,68,Femenino,Monterrey,2025-04-12,Activo
SOC-3220,54,Otro,Monterrey,2024-07-17,Activo
SOC-3221,35,Masculino,CDMX,2024-06-12,Cancelado
SOC-3222,56,Masculino,CDMX,2025-04-03,Activo
SOC-3223,69,Femenino,CDMX,2025-02-18,Activo
SOC-3224,48,Otro,Monterrey,2025-01-27,Cancelado
SOC-3225,55,Masculino,Guadalajara,2024-02-21,Activo
SOC-3226,33,Otro,Guadalajara,2024-05-16,Activo
SOC-3227,52,Otro,CDMX,2025-01-26,Activo
SOC-3228,32,Otro,Tijuana,2025-02-12,Activo
SOC-3229,42,Femenino,Tijuana,2025-03-08,Cancelado
SOC-3230,29,Masculino,Guadalajara,2024-10-30,Activo
SOC-3231,38,Otro,Mérida,2024-07-02,Inactivo
SOC-3232,55,Masculino,Mérida,2024-12-24,Activo
SOC-3233,40,Otro,Querétaro,2024-03-13,Activo
SOC-3234,54,Masculino,Tijuana,2025-02-18,Activo
SOC-3235,49,Otro,Monterrey,2024-03-30,Activo
SOC-3236,49,Masculino,CDMX,2024-01-29,Activo
SOC-3237,32,Otro,Guadalajara,2024-01-11,Inactivo
SOC-3238,51,Femenino,CDMX,2024-06-18,Activo
SOC-3239,57,Masculino,Tijuana,2024-03-07,Cancelado
SOC-3240,39,Otro,Guadalajara,2025-04-15,Activo
SOC-3241,69,Femenino,CDMX,2024-01-12,Inactivo
SOC-3242,27,Otro,Mérida,2025-04-14,Inactivo
SOC-3243,27,Masculino,Tijuana,2024-09-26,Inactivo
SOC-3244,41,Masculino,Monterrey,2024-12-26,Inactivo
SOC-3245,60,Femenino,Querétaro,2024-02-21,Inactivo
SOC-3246,39,Femenino,Monterrey,2024-03-10,Activo
SOC-3247,28,Otro,Puebla,2025-02-09,Activo
SOC-3248,58,Femenino,Mérida,2024-06-11,Activo
SOC-3249,29,Otro,Querétaro,2024-12-21,Cancelado
SOC-3250,57,Femenino,Guadalajara,2024-12-06,Activo
SOC-3251,55,Masculino,Puebla,2024-06-06,Inactivo
SOC-3252,64,Otro,Monterrey,2024-03-06,Activo
SOC-3253,29,Otro,CDMX,2025-04-30,Activo
SOC-3254,62,Otro,Puebla,2025-03-11,Activo
SOC-3255,67,Otro,CDMX,2024-04-03,Activo
SOC-3256,56,Femenino,Tijuana,2025-05-10,Activo
SOC-3257,57,Masculino,Mérida,2024-10-16,Activo
SOC-3258,24,Femenino,Guadalajara,2024-06-18,Activo
SOC-3259,65,Masculino,Guadalajara,2024-06-26,Activo
SOC-3260,38,Masculino,Mérida,2025-03-29,Activo
SOC-3261,23,Otro,Mérida,2024-11-23,Activo
SOC-3262,64,Femenino,Puebla,2024-01-06,Inactivo
SOC-3263,34,Masculino,Guadalajara,2024-12-20,Activo
SOC-3264,22,Femenino,Monterrey,2025-02-06,Activo
SOC-3265,24,Otro,CDMX,2024-01-25,Activo
SOC-3266,42,Femenino,Mérida,2024-08-02,Activo
SOC-3267,28,Femenino,Puebla,2025-03-27,Activo
SOC-3268,42,Femenino,Querétaro,2024-07-11,Activo
SOC-3269,24,Femenino,Tijuana,2025-03-18,Activo
SOC-3270,54,Otro,Tijuana,2024-12-17,Activo
SOC-3271,32,Masculino,Puebla,2024-02-07,Activo
SOC-3272,69,Masculino,Monterrey,2024-01-11,Inactivo
SOC-3273,38,Femenino,CDMX,2024-02-07,Inactivo
SOC-3274,39,Masculino,Puebla,2024-03-23,Activo
SOC-3275,64,Masculino,Querétaro,2025-04-27,Activo
SOC-3276,23,Femenino,Querétaro,2024-11-10,Activo
SOC-3277,48,Otro,CDMX,2024-08-08,Activo
SOC-3278,59,Masculino,Querétaro,2025-03-31,Cancelado
SOC-3279,45,Masculino,CDMX,2024-02-21,Activo
SOC-3280,39,Masculino,Guadalajara,2024-07-28,Activo
SOC-3281,62,Otro,Mérida,2025-04-18,Activo
SOC-3282,64,Otro,Monterrey,2024-12-04,Activo
SOC-3283,36,Femenino,Guadalajara,2024-02-19,Activo
SOC-3284,21,Femenino,Querétaro,2024-10-08,Activo
SOC-3285,49,Masculino,CDMX,2024-07-03,Activo
SOC-3286,18,Femenino,CDMX,2024-05-30,Activo
SOC-3287,70,Otro,Mérida,2024-11-03,Activo
SOC-3288,48,Masculino,CDMX,2024-01-14,Activo
SOC-3289,31,Masculino,Mérida,2024-05-29,Activo
SOC-3290,23,Femenino,Tijuana,2024-02-29,Activo
SOC-3291,37,Femenino,Puebla,2024-09-07,Activo
SOC-3292,60,Femenino,CDMX,2024-11-24,Activo
SOC-3293,52,Femenino,Guadalajara,2024-07-08,Activo
SOC-3294,42,Femenino,Guadalajara,2024-08-16,Activo
SOC-3295,20,Femenino,Puebla,2024-08-26,Inactivo
SOC-3296,34,Masculino,Tijuana,2024-05-17,Activo
SOC-3297,54,Masculino,Guadalajara,2025-01-20,Activo
SOC-3298,62,Otro,CDMX,2024-02-13,Activo
SOC-3299,60,Femenino,Tijuana,2024-10-04,Activo
SOC-3300,44,Otro,Guadalajara,2024-10-10,Activo
SOC-3301,21,Femenino,Tijuana,2024-09-24,Activo
SOC-3302,44,Otro,Mérida,2025-03-19,Cancelado
SOC-3303,48,Otro,Guadalajara,2024-08-31,Activo
SOC-3304,37,Masculino,Puebla,2025-04-07,Activo
SOC-3305,63,Masculino,Querétaro,2024-10-19,Activo
SOC-3306,51,Otro,Mérida,2024-11-13,Inactivo
SOC-3307,27,Masculino,Tijuana,2024-08-17,Activo
SOC-3308,29,Masculino,Guadalajara,2025-02-17,Inactivo
SOC-3309,30,Masculino,CDMX,2024-08-04,Activo
SOC-3310,23,Otro,Puebla,2024-04-13,Inactivo
SOC-3311,70,Otro,Guadalajara,2025-03-03,Activo
SOC-3312,56,Femenino,Monterrey,2025-04-11,Inactivo
SOC-3313,64,Masculino,CDMX,2024-07-17,Activo
SOC-3314,53,Femenino,Querétaro,2024-06-15,Inactivo
SOC-3315,35,Otro,Puebla,2025-04-14,Activo
SOC-3316,18,Otro,Querétaro,2024-10-27,Activo
SOC-3317,51,Femenino,CDMX,2024-07-31,Activo
SOC-3318,27,Masculino,Querétaro,2024-10-28,Activo
SOC-3319,55,Masculino,CDMX,2024-10-15,Activo
SOC-3320,67,Masculino,Tijuana,2024-05-26,Activo
SOC-3321,52,Femenino,Puebla,2024-05-15,Activo
SOC-3322,42,Otro,Puebla,2024-10-19,Activo
SOC-3323,56,Femenino,CDMX,2024-03-29,Inactivo
SOC-3324,35,Femenino,Guadalajara,2024-11-12,Activo
SOC-3325,56,Otro,Mérida,2024-07-24,Cancelado
SOC-3326,20,Femenino,Monterrey,2024-12-19,Activo
SOC-3327,33,Masculino,Mérida,2024-08-31,Activo
SOC-3328,35,Femenino,CDMX,2024-06-21,Inactivo
SOC-3329,70,Femenino,Monterrey,2024-05-23,Activo
SOC-3330,49,Otro,Mérida,2024-02-20,Activo
SOC-3331,32,Masculino,Monterrey,2025-05-13,Activo
SOC-3332,65,Femenino,Tijuana,2025-02-26,Activo
SOC-3333,38,Femenino,Mérida,2024-08-01,Activo
SOC-3334,56,Otro,CDMX,2024-04-06,Cancelado
SOC-3335,46,Masculino,Tijuana,2024-07-27,Cancelado
SOC-3336,65,Femenino,Tijuana,2024-09-21,Activo
SOC-3337,41,Masculino,Querétaro,2025-02-09,Activo
SOC-3338,28,Masculino,Monterrey,2024-12-29,Activo
SOC-3339,50,Femenino,Guadalajara,2025-02-03,Activo
SOC-3340,51,Otro,CDMX,2024-03-29,Activo
SOC-3341,30,Masculino,Tijuana,2024-01-30,Activo
SOC-3342,33,Masculino,Puebla,2024-01-26,Activo
SOC-3343,41,Otro,Guadalajara,2024-05-20,Inactivo
SOC-3344,41,Femenino,Querétaro,2024-07-22,Activo
SOC-3345,58,Masculino,Mérida,2024-01-16,Activo
SOC-3346,33,Femenino,Puebla,2024-10-31,Activo
SOC-3347,46,Masculino,Tijuana,2024-08-30,Activo
SOC-3348,55,Otro,Monterrey,2024-06-25,Activo
SOC-3349,28,Femenino,Mérida,2025-03-01,Cancelado
SOC-3350,62,Masculino,Monterrey,2024-01-15,Activo
SOC-3351,42,Masculino,Guadalajara,2025-03-13,Inactivo
SOC-3352,54,Masculino,Tijuana,2024-04-23,Activo
SOC-3353,59,Masculino,Mérida,2024-04-15,Activo
SOC-3354,35,Otro,Puebla,2024-09-19,Activo
